sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
prince@pharmacy-online.info,"Urgent Business Proposal - $43,816,140","Dear Friend,

I am writing to you from El Salvador. I am a prince/businessman/lawyer with access to $43,816,140 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($13,144,842).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Brandon Potter",spam,2138,2025-07-17T13:01:58,38,471,pharmacy-online.info
alert@fake-rolex.shop,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2139,2025-07-18T03:42:59,54,383,fake-rolex.shop
newsletter@paypal.com,Paypal Weekly: Product Updates,"Hi there!

Welcome to this week's Paypal newsletter featuring product updates.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Paypal Team

Unsubscribe | Update preferences",legitimate,2140,2025-07-20T01:49:05,30,303,paypal.com
welcome@linkedin.com,Welcome to Linkedin!,"Welcome to Linkedin!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Linkedin Team",legitimate,2141,2025-07-30T22:32:02,20,273,linkedin.com
welcome@spotify.com,Welcome to Spotify!,"Welcome to Spotify!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Spotify Team",legitimate,2142,2025-07-20T08:22:20,19,271,spotify.com
notifications@amazon.com,Account Activity: Payment Method Update,"Hello,

This is a notification about your Amazon account regarding: payment method update.

Time: 2025-08-03 16:38:32
Location: North Marissa, American Samoa

If this wasn't you, please contact our security team immediately.

Amazon Account Team",legitimate,2143,2025-07-26T14:35:14,39,245,amazon.com
alert@pharmacy-online.info,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2144,2025-07-30T21:41:08,54,383,pharmacy-online.info
deals@amazing-deals.biz,🔥 81% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 81% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2145,2025-07-22T21:21:09,39,298,amazing-deals.biz
lottery@weight-loss-miracle.com,"YOU WON $1,613,150!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,613,150 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 917385

Contact our claims department immediately!

Dr. Ferguson, Lottery Commissioner",spam,2146,2025-07-18T07:29:28,31,368,weight-loss-miracle.com
orders@salesforce.com,Order Confirmation #833554,"Thank you for your order #833554!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $123.27
- Estimated delivery: 2025-08-09
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Salesforce Team",legitimate,2147,2025-08-03T23:04:46,26,305,salesforce.com
deals@get-rich-quick.net,🔥 90% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 90% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2148,2025-07-27T16:30:36,43,302,get-rich-quick.net
alert@amazing-deals.biz,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2149,2025-07-07T09:10:06,54,383,amazing-deals.biz
opportunity@fake-rolex.shop,Make $1922/Week From Home - No Experience!,"Make $1922/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2150,2025-07-12T09:46:12,42,295,fake-rolex.shop
security@goog1e.com,URGENT ACTION REQUIRED - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2151,2025-08-01T13:41:47,45,249,goog1e.com
security@arnazon.com,Click now or lose access - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2152,2025-07-18T20:54:50,47,256,arnazon.com
deals@fake-rolex.shop,🔥 69% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 69% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2153,2025-07-11T15:40:40,39,298,fake-rolex.shop
security@microsooft.com,Security breach detected - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2154,2025-07-23T10:31:47,47,255,microsooft.com
deals@guerrillamail.com,🔥 64% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 64% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2155,2025-07-18T04:57:57,39,298,guerrillamail.com
billing@shopify.com,Payment Confirmation - Shopify,"Dear Customer,

Your Shopify subscription has been renewed.

Amount charged: $62.88
Next billing date: 2025-09-01
Payment method: Card ending in 8603

View your invoice or update billing information in your account.

Shopify Billing Team",legitimate,2156,2025-07-17T20:58:47,30,237,shopify.com
opportunity@weight-loss-miracle.com,Make $1753/Week From Home - No Experience!,"Make $1753/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2157,2025-07-20T17:58:22,42,295,weight-loss-miracle.com
noreply@google.com,Re: Refund Process - Ticket #65109,"Thank you for contacting Google support. We have received your inquiry about refund process and will respond within 24 hours. Your ticket number is 37137. Best regards, Customer Support Team",legitimate,2158,2025-07-28T02:10:21,34,190,google.com
pharmacy@free-money.co,Generic Viagra - 72% OFF No Prescription!,"Get Generic Viagra at 72% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2159,2025-07-10T10:39:40,41,230,free-money.co
security@paypaI.com,URGENT ACTION REQUIRED - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2160,2025-07-22T14:51:20,45,255,paypaI.com
newsletter@spotify.com,Spotify Weekly: Tips And Tricks,"Hi there!

Welcome to this week's Spotify newsletter featuring tips and tricks.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Spotify Team

Unsubscribe | Update preferences",legitimate,2161,2025-07-11T18:26:18,31,305,spotify.com
notifications@mailchimp.com,Account Activity: Login From New Device,"Hello,

This is a notification about your Mailchimp account regarding: login from new device.

Time: 2025-08-03 14:15:19
Location: Michaelton, Moldova

If this wasn't you, please contact our security team immediately.

Mailchimp Account Team",legitimate,2162,2025-07-26T22:00:59,39,241,mailchimp.com
orders@spotify.com,Order Confirmation #583145,"Thank you for your order #583145!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $369.04
- Estimated delivery: 2025-08-05
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Spotify Team",legitimate,2163,2025-07-19T17:04:44,26,302,spotify.com
opportunity@guerrillamail.com,Make $1040/Week From Home - No Experience!,"Make $1040/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2164,2025-07-09T16:20:28,42,295,guerrillamail.com
security@paypaI.com,Security breach detected - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2165,2025-07-09T13:14:29,47,255,paypaI.com
notifications@netflix.com,Account Activity: Profile Update,"Hello,

This is a notification about your Netflix account regarding: profile update.

Time: 2025-08-03 13:25:59
Location: Lake Michaelchester, Tonga

If this wasn't you, please contact our security team immediately.

Netflix Account Team",legitimate,2166,2025-07-20T21:58:40,32,237,netflix.com
newsletter@amazon.com,Amazon Weekly: Industry Insights,"Hi there!

Welcome to this week's Amazon newsletter featuring industry insights.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Amazon Team

Unsubscribe | Update preferences",legitimate,2167,2025-07-22T14:23:37,32,305,amazon.com
security@paypaI.com,URGENT ACTION REQUIRED - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2168,2025-07-27T00:46:05,45,253,paypaI.com
notifications@paypal.com,Re: Refund Process - Ticket #64822,We're sorry to hear about the trouble you're experiencing with billing inquiry. Our technical team is looking into this and will provide an update soon. Thank you for your patience.,legitimate,2169,2025-07-28T07:11:09,34,181,paypal.com
prince@weight-loss-miracle.com,"Urgent Business Proposal - $27,739,629","Dear Friend,

I am writing to you from Burundi. I am a prince/businessman/lawyer with access to $27,739,629 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,321,889).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Darius Cook",spam,2170,2025-07-06T13:36:13,38,463,weight-loss-miracle.com
alert@amazing-deals.biz,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2171,2025-07-25T08:29:26,54,383,amazing-deals.biz
security@microsooft.com,Click now or lose access - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2172,2025-07-29T20:05:01,47,255,microsooft.com
opportunity@fake-rolex.shop,Make $3819/Week From Home - No Experience!,"Make $3819/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2173,2025-07-29T23:18:18,42,295,fake-rolex.shop
security@microsooft.com,Security breach detected - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2174,2025-07-06T19:01:49,47,255,microsooft.com
security@microsooft.com,URGENT ACTION REQUIRED - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2175,2025-07-29T11:03:09,45,249,microsooft.com
welcome@salesforce.com,Welcome to Salesforce!,"Welcome to Salesforce!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Salesforce Team",legitimate,2176,2025-07-07T15:28:19,22,277,salesforce.com
newsletter@netflix.com,Netflix Weekly: Tips And Tricks,"Hi there!

Welcome to this week's Netflix newsletter featuring tips and tricks.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Netflix Team

Unsubscribe | Update preferences",legitimate,2177,2025-07-26T02:00:07,31,305,netflix.com
security@goog1e.com,URGENT ACTION REQUIRED - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2178,2025-08-04T10:05:06,45,256,goog1e.com
security@shopify.com,Password Reset Request - Shopify,"Hi,

We received a request to reset your password for your Shopify account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Shopify Security Team",legitimate,2179,2025-07-05T12:07:29,32,280,shopify.com
pharmacy@pharmacy-online.info,Anti-aging cream - 75% OFF No Prescription!,"Get Anti-aging cream at 75% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2180,2025-07-24T23:55:24,43,232,pharmacy-online.info
billing@linkedin.com,Payment Confirmation - Linkedin,"Dear Customer,

Your Linkedin subscription has been renewed.

Amount charged: $14.31
Next billing date: 2025-09-02
Payment method: Card ending in 4288

View your invoice or update billing information in your account.

Linkedin Billing Team",legitimate,2181,2025-07-18T12:00:25,31,239,linkedin.com
pharmacy@work-from-home.org,Pain Relief - 71% OFF No Prescription!,"Get Pain Relief at 71% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2182,2025-07-14T22:11:55,38,227,work-from-home.org
alert@weight-loss-miracle.com,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2183,2025-07-06T01:09:48,54,383,weight-loss-miracle.com
notifications@paypal.com,Account Activity: Subscription Renewal,"Hello,

This is a notification about your Paypal account regarding: subscription renewal.

Time: 2025-08-03 12:32:59
Location: Ericside, Cyprus

If this wasn't you, please contact our security team immediately.

Paypal Account Team",legitimate,2184,2025-07-29T09:57:22,38,231,paypal.com
prince@amazing-deals.biz,"Urgent Business Proposal - $46,540,478","Dear Friend,

I am writing to you from Ethiopia. I am a prince/businessman/lawyer with access to $46,540,478 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($13,962,143).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Anna Robbins",spam,2185,2025-07-06T07:20:48,38,466,amazing-deals.biz
notifications@zendesk.com,Account Activity: Profile Update,"Hello,

This is a notification about your Zendesk account regarding: profile update.

Time: 2025-08-03 15:04:48
Location: Melissahaven, French Polynesia

If this wasn't you, please contact our security team immediately.

Zendesk Account Team",legitimate,2186,2025-07-06T05:37:51,32,241,zendesk.com
deals@tempmail.com,🔥 85% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 85% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2187,2025-07-20T15:21:46,46,305,tempmail.com
security@microsoft.com,Password Reset Request - Microsoft,"Hi,

We received a request to reset your password for your Microsoft account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Microsoft Security Team",legitimate,2188,2025-07-26T09:25:17,34,284,microsoft.com
alert@work-from-home.org,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2189,2025-07-09T09:51:34,54,383,work-from-home.org
deals@work-from-home.org,🔥 82% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 82% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2190,2025-07-27T10:14:59,47,306,work-from-home.org
prince@amazing-deals.biz,"Urgent Business Proposal - $24,232,857","Dear Friend,

I am writing to you from French Polynesia. I am a prince/businessman/lawyer with access to $24,232,857 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,269,857).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Lydia Jones",spam,2191,2025-07-19T10:33:18,38,472,amazing-deals.biz
deals@lottery-winner.net,🔥 82% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 82% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2192,2025-07-21T15:50:25,47,306,lottery-winner.net
newsletter@microsoft.com,Microsoft Weekly: Tips And Tricks,"Hi there!

Welcome to this week's Microsoft newsletter featuring tips and tricks.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Microsoft Team

Unsubscribe | Update preferences",legitimate,2193,2025-07-06T03:14:07,33,309,microsoft.com
lottery@work-from-home.org,"YOU WON $9,576,094!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,576,094 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 316423

Contact our claims department immediately!

Dr. Nunez, Lottery Commissioner",spam,2194,2025-07-21T23:02:55,31,365,work-from-home.org
pharmacy@crypto-profits.investment,Anti-aging cream - 78% OFF No Prescription!,"Get Anti-aging cream at 78% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2195,2025-07-14T23:59:48,43,232,crypto-profits.investment
alert@lottery-winner.net,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2196,2025-07-25T17:49:24,54,383,lottery-winner.net
pharmacy@work-from-home.org,Anti-aging cream - 66% OFF No Prescription!,"Get Anti-aging cream at 66% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2197,2025-07-06T14:33:01,43,232,work-from-home.org
billing@google.com,Payment Confirmation - Google,"Dear Customer,

Your Google subscription has been renewed.

Amount charged: $7.40
Next billing date: 2025-09-03
Payment method: Card ending in 4468

View your invoice or update billing information in your account.

Google Billing Team",legitimate,2198,2025-07-23T10:11:58,29,234,google.com
deals@amazing-deals.biz,🔥 59% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 59% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2199,2025-07-23T02:42:13,47,306,amazing-deals.biz
newsletter@linkedin.com,Linkedin Weekly: Product Updates,"Hi there!

Welcome to this week's Linkedin newsletter featuring product updates.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Linkedin Team

Unsubscribe | Update preferences",legitimate,2200,2025-07-05T12:34:08,32,307,linkedin.com
prince@guerrillamail.com,"Urgent Business Proposal - $6,005,655","Dear Friend,

I am writing to you from Australia. I am a prince/businessman/lawyer with access to $6,005,655 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,801,696).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Brett Garcia",spam,2201,2025-07-08T12:59:25,37,465,guerrillamail.com
deals@pharmacy-online.info,🔥 59% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 59% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2202,2025-07-06T00:20:08,39,298,pharmacy-online.info
pharmacy@work-from-home.org,Weight Loss Pills - 65% OFF No Prescription!,"Get Weight Loss Pills at 65% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2203,2025-07-20T17:37:32,44,233,work-from-home.org
deals@work-from-home.org,🔥 78% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 78% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2204,2025-07-12T08:25:41,46,305,work-from-home.org
deals@fake-rolex.shop,🔥 52% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 52% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2205,2025-08-02T23:29:00,47,306,fake-rolex.shop
pharmacy@pharmacy-online.info,Anti-aging cream - 82% OFF No Prescription!,"Get Anti-aging cream at 82% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2206,2025-07-27T00:51:09,43,232,pharmacy-online.info
security@stripe.com,Password Reset Request - Stripe,"Hi,

We received a request to reset your password for your Stripe account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Stripe Security Team",legitimate,2207,2025-07-19T12:15:50,31,278,stripe.com
prince@get-rich-quick.net,"Urgent Business Proposal - $40,452,441","Dear Friend,

I am writing to you from Trinidad and Tobago. I am a prince/businessman/lawyer with access to $40,452,441 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($12,135,732).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Jessica Ali",spam,2208,2025-07-27T10:08:39,38,476,get-rich-quick.net
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $64.15
Next billing date: 2025-09-01
Payment method: Card ending in 6361

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,2209,2025-07-20T21:35:01,28,233,apple.com
deals@get-rich-quick.net,🔥 56% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 56% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2210,2025-07-24T07:46:46,47,306,get-rich-quick.net
alert@weight-loss-miracle.com,⚠️ URGENT: Your IP address has been compromised!,"⚠️ URGENT ALERT ⚠️

Your IP address has been compromised!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,2211,2025-07-17T22:20:40,48,377,weight-loss-miracle.com
deals@lottery-winner.net,🔥 53% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 53% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2212,2025-07-05T16:31:54,39,298,lottery-winner.net
orders@apple.com,Order Confirmation #988485,"Thank you for your order #988485!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $446.35
- Estimated delivery: 2025-08-06
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Apple Team",legitimate,2213,2025-07-14T12:28:22,26,300,apple.com
