sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn,quote_number,company,warranty_number,order_number,product,po_number,tracking_number,inquiry_number,supplier,rma_number,invoice_number,ticket_number,delivery_number
lottery@free-money.co,"YOU WON $1,226,768!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,226,768 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 516385

Contact our claims department immediately!

Dr. Hill, Lottery Commissioner",spam,3037,2025-07-23T07:26:30,31,364,free-money.co,,,,,,,,,,,,,
opportunity@crypto-profits.investment,Make $1810/Week From Home - No Experience!,"Make $1810/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3038,2025-07-25T15:50:00,42,295,crypto-profits.investment,,,,,,,,,,,,,
lottery@free-money.co,"YOU WON $462,134!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $462,134 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 765098

Contact our claims department immediately!

Dr. Lin, Lottery Commissioner",spam,3039,2025-07-31T23:26:17,29,361,free-money.co,,,,,,,,,,,,,
security@paypaI.com,Security breach detected - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3040,2025-07-12T15:08:53,47,249,paypaI.com,,,,,,,,,,,,,
prince@tempmail.com,"Urgent Business Proposal - $5,400,642","Dear Friend,

I am writing to you from Gabon. I am a prince/businessman/lawyer with access to $5,400,642 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,620,193).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Katrina Nelson",spam,3041,2025-07-16T16:01:37,37,463,tempmail.com,,,,,,,,,,,,,
deals@pharmacy-online.info,🔥 51% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 51% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3042,2025-07-25T03:16:46,39,298,pharmacy-online.info,,,,,,,,,,,,,
shipping@elitesupplyco.com,Shipment Confirmation - PO PO-96050 - Tracking 1Z545427782841683,"Shipment Notification

Your order has been shipped!

PO Number: PO-96050
Product: Sensor Unit SU-445
Tracking Number: 1Z545427782841683
Carrier: UPS Ground
Estimated Delivery: 2025-08-08

Ship To:
Your Company Name
978 Lisa Ways Suite 839
Jacobfort, CT 63316

Track your shipment: https://ups.com/track?1Z545427782841683

Elite Supply Co Shipping Department",legitimate,3043,2025-07-28T16:01:39,64,357,elitesupplyco.com,,,,,Sensor Unit SU-445,PO-96050,1Z545427782841683,,,,,,
deals@amazing-deals.biz,🔥 82% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 82% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3044,2025-08-01T12:41:24,46,305,amazing-deals.biz,,,,,,,,,,,,,
lottery@pharmacy-online.info,"YOU WON $2,015,042!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $2,015,042 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 620077

Contact our claims department immediately!

Dr. Wilson, Lottery Commissioner",spam,3045,2025-07-30T08:54:13,31,366,pharmacy-online.info,,,,,,,,,,,,,
receiving@daviscorp.com,Delivery Confirmation DEL-26690 - PO PO-54007,"Delivery Confirmation

Delivery Number: DEL-26690
PO Number: PO-54007
Customer: Davis Corp

We confirm receipt of the following:

Product: Sensor Unit SU-445
Quantity Received: 75
Condition: Good
Received Date: August 04, 2025
Received By: Gwendolyn Ryan

All items have been inspected and match the purchase order specifications.

Thank you for the timely delivery.

Davis Corp Receiving Department
Phone: +1-828-729-0879x80955",legitimate,3046,2025-07-08T09:03:29,45,428,daviscorp.com,,,,,Sensor Unit SU-445,PO-54007,,,,,,,DEL-26690
opportunity@lottery-winner.net,Make $3815/Week From Home - No Experience!,"Make $3815/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3047,2025-07-20T05:49:58,42,295,lottery-winner.net,,,,,,,,,,,,,
shipping@advancedsystemsinc.com,Shipment Confirmation - PO PO-73550 - Tracking 1Z676934870875129,"Shipment Notification

Your order has been shipped!

PO Number: PO-73550
Product: Pressure Gauge PG-340
Tracking Number: 1Z676934870875129
Carrier: UPS Ground
Estimated Delivery: 2025-08-05

Ship To:
Your Company Name
467 Montoya Islands
South Bradville, MT 59841

Track your shipment: https://ups.com/track?1Z676934870875129

Advanced Systems Inc Shipping Department",legitimate,3048,2025-07-09T11:35:48,64,367,advancedsystemsinc.com,,,,,Pressure Gauge PG-340,PO-73550,1Z676934870875129,,,,,,
pharmacy@get-rich-quick.net,Anti-aging cream - 80% OFF No Prescription!,"Get Anti-aging cream at 80% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3049,2025-08-01T17:00:57,43,232,get-rich-quick.net,,,,,,,,,,,,,
security@goog1e.com,URGENT ACTION REQUIRED - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3050,2025-08-01T13:43:10,45,249,goog1e.com,,,,,,,,,,,,,
opportunity@amazing-deals.biz,Make $2719/Week From Home - No Experience!,"Make $2719/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3051,2025-07-27T11:16:00,42,295,amazing-deals.biz,,,,,,,,,,,,,
security@paypaI.com,URGENT ACTION REQUIRED - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3052,2025-07-30T11:06:57,45,255,paypaI.com,,,,,,,,,,,,,
pharmacy@fake-rolex.shop,Anti-aging cream - 74% OFF No Prescription!,"Get Anti-aging cream at 74% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3053,2025-08-01T07:03:21,43,232,fake-rolex.shop,,,,,,,,,,,,,
pharmacy@tempmail.com,Generic Viagra - 65% OFF No Prescription!,"Get Generic Viagra at 65% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3054,2025-07-16T18:33:41,41,230,tempmail.com,,,,,,,,,,,,,
pharmacy@get-rich-quick.net,Pain Relief - 74% OFF No Prescription!,"Get Pain Relief at 74% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3055,2025-07-09T19:46:42,38,227,get-rich-quick.net,,,,,,,,,,,,,
pharmacy@pharmacy-online.info,Pain Relief - 76% OFF No Prescription!,"Get Pain Relief at 76% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3056,2025-07-19T16:52:04,38,227,pharmacy-online.info,,,,,,,,,,,,,
opportunity@get-rich-quick.net,Make $1851/Week From Home - No Experience!,"Make $1851/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3057,2025-07-20T20:13:36,42,295,get-rich-quick.net,,,,,,,,,,,,,
pharmacy@get-rich-quick.net,Generic Viagra - 72% OFF No Prescription!,"Get Generic Viagra at 72% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3058,2025-07-29T13:49:50,41,230,get-rich-quick.net,,,,,,,,,,,,,
deals@lottery-winner.net,🔥 65% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 65% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3059,2025-07-24T08:16:13,39,298,lottery-winner.net,,,,,,,,,,,,,
orders@millermanufacturing.com,Purchase Order ORD-919688 - Hydraulic Valve V-450,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-919688
Customer: Miller Manufacturing
Product: Hydraulic Valve V-450
Quantity: 46 units
Unit Price: $784.12
Total: $36069.54

Please confirm availability and expected delivery date.

Shipping Address:
30200 Hunt Viaduct
North Patricia, ME 70614

Contact: Nancy Malone
Phone: 218.416.0797x799

Best regards,
Miller Manufacturing Procurement Team",legitimate,3060,2025-07-09T18:45:29,49,425,millermanufacturing.com,,Miller Manufacturing,,ORD-919688,Hydraulic Valve V-450,,,,,,,,
prince@pharmacy-online.info,"Urgent Business Proposal - $32,451,711","Dear Friend,

I am writing to you from Falkland Islands (Malvinas). I am a prince/businessman/lawyer with access to $32,451,711 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($9,735,513).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Eric Acosta",spam,3061,2025-07-26T00:27:37,38,483,pharmacy-online.info,,,,,,,,,,,,,
shipping@techpartsinc.com,Shipment Confirmation - PO PO-51254 - Tracking 1Z312137046759737,"Shipment Notification

Your order has been shipped!

PO Number: PO-51254
Product: Industrial Pump Model X200
Tracking Number: 1Z312137046759737
Carrier: UPS Ground
Estimated Delivery: 2025-08-07

Ship To:
Your Company Name
47231 Kayla Common
South Pamelaside, WY 07057

Track your shipment: https://ups.com/track?1Z312137046759737

TechParts Inc Shipping Department",legitimate,3062,2025-07-17T13:12:41,64,365,techpartsinc.com,,,,,Industrial Pump Model X200,PO-51254,1Z312137046759737,,,,,,
pharmacy@lottery-winner.net,Anti-aging cream - 81% OFF No Prescription!,"Get Anti-aging cream at 81% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3063,2025-07-15T04:06:03,43,232,lottery-winner.net,,,,,,,,,,,,,
prince@guerrillamail.com,"Urgent Business Proposal - $24,840,107","Dear Friend,

I am writing to you from Macao. I am a prince/businessman/lawyer with access to $24,840,107 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,452,032).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Charles Nguyen",spam,3064,2025-07-05T21:33:53,38,464,guerrillamail.com,,,,,,,,,,,,,
lottery@lottery-winner.net,"YOU WON $7,737,356!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,737,356 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 803467

Contact our claims department immediately!

Dr. Santana, Lottery Commissioner",spam,3065,2025-07-31T12:19:50,31,367,lottery-winner.net,,,,,,,,,,,,,
pharmacy@get-rich-quick.net,Anti-aging cream - 60% OFF No Prescription!,"Get Anti-aging cream at 60% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3066,2025-07-11T11:11:43,43,232,get-rich-quick.net,,,,,,,,,,,,,
engineering@taylorsystems.com,Technical Inquiry TIC-52696 - Hydraulic Valve V-450,"Technical Inquiry

Ticket Number: TIC-52696
Company: Taylor Systems
Product: Hydraulic Valve V-450
Issue: compatibility questions

Dear Technical Support,

We need assistance with compatibility questions for the Hydraulic Valve V-450. 

Specific questions:
1. What are the recommended operating conditions?
2. Are there any compatibility issues we should be aware of?
3. What maintenance schedule do you recommend?

Current setup details:
- Installation date: 2024-08-24
- Operating environment: Industrial
- Usage: Daily operation

Please provide technical documentation or guidance.

Contact: Sean Wood
Title: Technical Engineer
Phone: 8164949525
Email: jamesthomas@example.org

Taylor Systems Engineering Department",legitimate,3067,2025-07-23T13:52:18,51,718,taylorsystems.com,,Taylor Systems,,,Hydraulic Valve V-450,,,,,,,TIC-52696,
security@goog1e.com,URGENT ACTION REQUIRED - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3068,2025-07-20T10:26:07,45,255,goog1e.com,,,,,,,,,,,,,
security@arnazon.com,Security breach detected - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3069,2025-07-07T10:32:15,47,255,arnazon.com,,,,,,,,,,,,,
parts@precisiontoolsltd.com,Parts Availability INQ-53397,"Parts Availability Update

Inquiry Number: INQ-53397
Date: August 04, 2025

Current availability for requested parts:

- Circuit Breaker CB-780: Discontinued - Lead Time: 1-2 days
- Power Supply PS-990: Discontinued - Lead Time: 1-2 days


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-53397.

Precision Tools Ltd Parts Department
Phone: 2308736713
Email: parts@precisiontoolsltd.com",legitimate,3070,2025-07-28T14:07:33,28,593,precisiontoolsltd.com,,,,,,,,INQ-53397,Precision Tools Ltd,,,,
procurement@thompsoncorp.com,Purchase Order PO-79453 - Junction Box JB-330,"Purchase Order

TO: Your Company
FROM: Thompson Corp

Purchase Order Number: PO-79453
Date: August 04, 2025

Item Details:
Product: Junction Box JB-330
Quantity: 135
Unit Price: $509.62
Total: $68798.05

Delivery Requirements:
Required Date: 2025-09-10
Delivery Address:
976 Joshua Mountains Suite 883
Port Christopherville, ME 49474

Terms: Net 30
Special Instructions: Handle with care, notify upon delivery

Authorized by: Matthew Fields
Title: Procurement Manager

Thompson Corp",legitimate,3071,2025-08-02T11:58:34,45,482,thompsoncorp.com,,Thompson Corp,,,Junction Box JB-330,PO-79453,,,,,,,
deals@pharmacy-online.info,🔥 63% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 63% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3072,2025-07-19T03:42:44,47,306,pharmacy-online.info,,,,,,,,,,,,,
parts@qualitypartsco.com,Parts Availability INQ-15908,"Parts Availability Update

Inquiry Number: INQ-15908
Date: August 04, 2025

Current availability for requested parts:

- Junction Box JB-330: Back Order - Lead Time: Same Day
- Safety Switch SS-123: Back Order - Lead Time: 1-2 days
- Industrial Pump Model X200: Back Order - Lead Time: 1 week


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-15908.

Quality Parts Co Parts Department
Phone: 952-291-0615x5793
Email: parts@qualitypartsco.com",legitimate,3073,2025-08-01T19:44:48,28,649,qualitypartsco.com,,,,,,,,INQ-15908,Quality Parts Co,,,,
lottery@fake-rolex.shop,"YOU WON $5,798,031!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $5,798,031 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 243990

Contact our claims department immediately!

Dr. Jones, Lottery Commissioner",spam,3074,2025-07-08T17:00:12,31,365,fake-rolex.shop,,,,,,,,,,,,,
security@arnazon.com,Verify immediately - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3075,2025-08-02T00:39:18,41,256,arnazon.com,,,,,,,,,,,,,
receiving@wilsontech.com,Delivery Confirmation DEL-82012 - PO PO-96695,"Delivery Confirmation

Delivery Number: DEL-82012
PO Number: PO-96695
Customer: Wilson Tech

We confirm receipt of the following:

Product: Junction Box JB-330
Quantity Received: 73
Condition: Good
Received Date: August 04, 2025
Received By: Stephanie Sloan

All items have been inspected and match the purchase order specifications.

Thank you for the timely delivery.

Wilson Tech Receiving Department
Phone: 746.701.3398x49811",legitimate,3076,2025-07-30T08:38:49,45,429,wilsontech.com,,,,,Junction Box JB-330,PO-96695,,,,,,,DEL-82012
opportunity@free-money.co,Make $4148/Week From Home - No Experience!,"Make $4148/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3077,2025-07-23T17:19:28,42,295,free-money.co,,,,,,,,,,,,,
lottery@amazing-deals.biz,"YOU WON $9,903,471!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,903,471 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 836002

Contact our claims department immediately!

Dr. Phelps, Lottery Commissioner",spam,3078,2025-07-20T01:07:29,31,366,amazing-deals.biz,,,,,,,,,,,,,
parts@industrialsolutionsllc.com,Parts Availability INQ-12649,"Parts Availability Update

Inquiry Number: INQ-12649
Date: August 04, 2025

Current availability for requested parts:

- Pressure Gauge PG-340: Discontinued - Lead Time: TBD
- Sensor Unit SU-445: Discontinued - Lead Time: Same Day
- Industrial Pump Model X200: In Stock - Lead Time: 1-2 days
- Cable Assembly CA-660: Discontinued - Lead Time: 1 week
- Junction Box JB-330: In Stock - Lead Time: 1-2 days


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-12649.

Industrial Solutions LLC Parts Department
Phone: (951)526-2186
Email: parts@industrialsolutionsllc.com",legitimate,3079,2025-07-27T16:25:26,28,772,industrialsolutionsllc.com,,,,,,,,INQ-12649,Industrial Solutions LLC,,,,
security@microsooft.com,Click now or lose access - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3080,2025-07-17T11:08:40,47,253,microsooft.com,,,,,,,,,,,,,
purchasing@brownindustries.com,Quote Request QUO-38839 - Multiple Items,"Quote Request

Company: Brown Industries
Quote Number: QUO-38839
Date: August 04, 2025

We are requesting a quote for the following items:

1. Circuit Breaker CB-780 - Quantity: 5
2. Relay Module RM-225 - Quantity: 59
3. Pressure Gauge PG-340 - Quantity: 41
4. Control Panel CP-890 - Quantity: 66


Please include:
- Unit pricing
- Volume discounts
- Lead times
- Shipping costs
- Payment terms

Required delivery date: 2025-09-19

Contact Information:
Richard Armstrong Jr.
oyoung@example.net
612.892.0254x6308

Thank you for your prompt response.

Brown Industries Purchasing Department",legitimate,3081,2025-07-26T05:10:37,40,588,brownindustries.com,QUO-38839,Brown Industries,,,,,,,,,,,
pharmacy@lottery-winner.net,Anti-aging cream - 79% OFF No Prescription!,"Get Anti-aging cream at 79% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3082,2025-07-14T01:32:13,43,232,lottery-winner.net,,,,,,,,,,,,,
engineering@daviscorp.com,Technical Inquiry TIC-82186 - Safety Switch SS-123,"Technical Inquiry

Ticket Number: TIC-82186
Company: Davis Corp
Product: Safety Switch SS-123
Issue: installation specifications

Dear Technical Support,

We need assistance with installation specifications for the Safety Switch SS-123. 

Specific questions:
1. What are the recommended operating conditions?
2. Are there any compatibility issues we should be aware of?
3. What maintenance schedule do you recommend?

Current setup details:
- Installation date: 2024-11-19
- Operating environment: Industrial
- Usage: Daily operation

Please provide technical documentation or guidance.

Contact: Michael Morse
Title: Technical Engineer
Phone: 926-392-0095
Email: gramirez@example.net

Davis Corp Engineering Department",legitimate,3083,2025-07-23T08:03:16,50,719,daviscorp.com,,Davis Corp,,,Safety Switch SS-123,,,,,,,TIC-82186,
prince@guerrillamail.com,"Urgent Business Proposal - $6,015,686","Dear Friend,

I am writing to you from Samoa. I am a prince/businessman/lawyer with access to $6,015,686 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,804,706).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Christopher King",spam,3084,2025-07-11T22:56:40,37,465,guerrillamail.com,,,,,,,,,,,,,
orders@johnsonindustries.com,Purchase Order ORD-317235 - Industrial Pump Model X200,"Dear Sales Team,

We would like to place the following order:

Order Number: ORD-317235
Customer: Johnson Industries
Product: Industrial Pump Model X200
Quantity: 14 units
Unit Price: $536.42
Total: $7509.91

Please confirm availability and expected delivery date.

Shipping Address:
107 Ellison Mountain Apt. 850
South Anna, WY 21282

Contact: Albert Payne
Phone: +1-432-457-6002x26922

Best regards,
Johnson Industries Procurement Team",legitimate,3085,2025-07-09T14:17:12,54,437,johnsonindustries.com,,Johnson Industries,,ORD-317235,Industrial Pump Model X200,,,,,,,,
shipping@industrialsolutionsllc.com,Shipment Confirmation - PO PO-84896 - Tracking 1Z593916912770374,"Shipment Notification

Your order has been shipped!

PO Number: PO-84896
Product: Motor Mount MM-567
Tracking Number: 1Z593916912770374
Carrier: UPS Ground
Estimated Delivery: 2025-08-07

Ship To:
Your Company Name
11621 Kevin Rue Suite 622
Sarahberg, NJ 26096

Track your shipment: https://ups.com/track?1Z593916912770374

Industrial Solutions LLC Shipping Department",legitimate,3086,2025-07-31T17:24:14,64,368,industrialsolutionsllc.com,,,,,Motor Mount MM-567,PO-84896,1Z593916912770374,,,,,,
deals@fake-rolex.shop,🔥 67% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 67% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3087,2025-07-18T21:49:29,43,302,fake-rolex.shop,,,,,,,,,,,,,
deals@lottery-winner.net,🔥 50% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 50% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3088,2025-07-29T15:55:38,39,298,lottery-winner.net,,,,,,,,,,,,,
shipping@abcmanufacturing.com,Shipment Confirmation - PO PO-81205 - Tracking 1Z998105560444188,"Shipment Notification

Your order has been shipped!

PO Number: PO-81205
Product: Sensor Unit SU-445
Tracking Number: 1Z998105560444188
Carrier: UPS Ground
Estimated Delivery: 2025-08-06

Ship To:
Your Company Name
28796 Michelle Islands
New Saraport, CT 64798

Track your shipment: https://ups.com/track?1Z998105560444188

ABC Manufacturing Shipping Department",legitimate,3089,2025-07-09T01:43:44,64,361,abcmanufacturing.com,,,,,Sensor Unit SU-445,PO-81205,1Z998105560444188,,,,,,
maintenance@andersonmanufacturing.com,Warranty Claim WAR-50985 - Motor Mount MM-567,"Warranty Claim

Warranty Claim Number: WAR-50985
Original Order: ORD-292442
Customer: Anderson Manufacturing
Product: Motor Mount MM-567
Serial Number: SN960242

Purchase Date: 2024-06-03
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-18
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Christopher Austin
Phone: 001-970-796-1282

Anderson Manufacturing Maintenance Department",legitimate,3090,2025-07-17T04:03:42,45,658,andersonmanufacturing.com,,,WAR-50985,ORD-292442,Motor Mount MM-567,,,,,,,,
alert@get-rich-quick.net,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3091,2025-07-15T21:59:30,50,379,get-rich-quick.net,,,,,,,,,,,,,
security@microsooft.com,Account will be suspended - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3092,2025-08-02T18:55:06,48,255,microsooft.com,,,,,,,,,,,,,
security@microsooft.com,URGENT ACTION REQUIRED - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3093,2025-07-20T10:28:35,45,255,microsooft.com,,,,,,,,,,,,,
pharmacy@free-money.co,Weight Loss Pills - 67% OFF No Prescription!,"Get Weight Loss Pills at 67% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3094,2025-07-08T16:43:50,44,233,free-money.co,,,,,,,,,,,,,
opportunity@crypto-profits.investment,Make $4477/Week From Home - No Experience!,"Make $4477/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3095,2025-07-18T10:52:23,42,295,crypto-profits.investment,,,,,,,,,,,,,
